source_ref,target_ref,relation,confidence,note,element_text
AI.II.E.K1d,phak:ch07,explanation,verified,Landing gear systems are in PHAK ch7,d. Landing gear
AI.II.E.K1d,risk-management,explanation,auto,from the Task E References line,d. Landing gear
AI.II.E.K1d,seaplane,explanation,auto,from the Task E References line,d. Landing gear
AI.II.E.K1e,afh,explanation,auto,from the Task E References line,"e. Fuel, oil, and hydraulic"
AI.II.E.K1e,aviation-instructor,explanation,auto,from the Task E References line,"e. Fuel, oil, and hydraulic"
AI.II.E.K1e,phak:ch07,explanation,verified,"Fuel, oil, and hydraulic systems are in PHAK ch7","e. Fuel, oil, and hydraulic"
AI.II.E.K1e,risk-management,explanation,auto,from the Task E References line,"e. Fuel, oil, and hydraulic"
AI.II.E.K1e,seaplane,explanation,auto,from the Task E References line,"e. Fuel, oil, and hydraulic"
AI.II.E.K1f,afh,explanation,auto,from the Task E References line,f. Electrical
AI.II.E.K1f,aviation-instructor,explanation,auto,from the Task E References line,f. Electrical
AI.II.E.K1f,phak:ch07,explanation,verified,Electrical system is in PHAK ch7,f. Electrical
AI.II.E.K1f,risk-management,explanation,auto,from the Task E References line,f. Electrical
AI.II.E.K1f,seaplane,explanation,auto,from the Task E References line,f. Electrical
AI.II.E.K1g,afh,explanation,auto,from the Task E References line,g. Avionics
AI.II.E.K1g,aviation-instructor,explanation,auto,from the Task E References line,g. Avionics
AI.II.E.K1g,phak:ch07,explanation,verified,Avionics and electronic flight displays are treated in PHAK ch7,g. Avionics
AI.II.E.K1g,risk-management,explanation,auto,from the Task E References line,g. Avionics
AI.II.E.K1g,seaplane,explanation,auto,from the Task E References line,g. Avionics
AI.II.E.K1h,afh,explanation,auto,from the Task E References line,"h. Pitot-static, vacuum/pressure, and associated flight instruments"
AI.II.E.K1h,aviation-instructor,explanation,auto,from the Task E References line,"h. Pitot-static, vacuum/pressure, and associated flight instruments"
AI.II.E.K1h,phak:ch08,explanation,verified,"Pitot-static, vacuum, and the associated instruments are PHAK ch8 flight instruments","h. Pitot-static, vacuum/pressure, and associated flight instruments"
AI.II.E.K1h,risk-management,explanation,auto,from the Task E References line,"h. Pitot-static, vacuum/pressure, and associated flight instruments"
AI.II.E.K1h,seaplane,explanation,auto,from the Task E References line,"h. Pitot-static, vacuum/pressure, and associated flight instruments"
AI.II.E.K1i,afh,explanation,auto,from the Task E References line,i. Environmental
AI.II.E.K1i,aviation-instructor,explanation,auto,from the Task E References line,i. Environmental
AI.II.E.K1i,phak:ch07,explanation,verified,Environmental and cabin heat systems are in PHAK ch7,i. Environmental
AI.II.E.K1i,risk-management,explanation,auto,from the Task E References line,i. Environmental
AI.II.E.K1i,seaplane,explanation,auto,from the Task E References line,i. Environmental
AI.II.E.K1j,afh,explanation,auto,from the Task E References line,j. Deicing and anti-icing
AI.II.E.K1j,aviation-instructor,explanation,auto,from the Task E References line,j. Deicing and anti-icing
AI.II.E.K1j,phak:ch07,explanation,verified,Deicing and anti-icing equipment is in PHAK ch7,j. Deicing and anti-icing
AI.II.E.K1j,risk-management,explanation,auto,from the Task E References line,j. Deicing and anti-icing
AI.II.E.K1j,seaplane,explanation,auto,from the Task E References line,j. Deicing and anti-icing
AI.II.E.K1k,afh,explanation,auto,from the Task E References line,"k. Water rudders (ASES, AMES)"
AI.II.E.K1k,aviation-instructor,explanation,auto,from the Task E References line,"k. Water rudders (ASES, AMES)"
AI.II.E.K1k,phak,explanation,auto,from the Task E References line,"k. Water rudders (ASES, AMES)"
AI.II.E.K1k,risk-management,explanation,auto,from the Task E References line,"k. Water rudders (ASES, AMES)"
AI.II.E.K1k,seaplane:using-water-rudders,explanation,verified,Water rudder operation is its own section of the seaplane handbook,"k. Water rudders (ASES, AMES)"
AI.II.E.K1l,afh,explanation,auto,from the Task E References line,l. Oxygen system
AI.II.E.K1l,aviation-instructor,explanation,auto,from the Task E References line,l. Oxygen system
AI.II.E.K1l,phak:ch07,explanation,verified,Oxygen systems are described among aircraft systems in PHAK ch7,l. Oxygen system
AI.II.E.K1l,risk-management,explanation,auto,from the Task E References line,l. Oxygen system
AI.II.E.K1l,seaplane,explanation,auto,from the Task E References line,l. Oxygen system
AI.II.E.K2,afh:ch18,explanation,verified,AFH ch18 emergency procedures covers system abnormality indications and response; the systems themselves are PHAK ch7,Indications of and procedures for managing system abnormalities or failures.
AI.II.E.K2,aviation-instructor,explanation,auto,from the Task E References line,Indications of and procedures for managing system abnormalities or failures.
AI.II.E.K2,phak:ch07,explanation,verified,AFH ch18 emergency procedures covers system abnormality indications and response; the systems themselves are PHAK ch7,Indications of and procedures for managing system abnormalities or failures.
AI.II.E.K2,risk-management,explanation,auto,from the Task E References line,Indications of and procedures for managing system abnormalities or failures.
AI.II.E.K2,seaplane,explanation,auto,from the Task E References line,Indications of and procedures for managing system abnormalities or failures.
AI.II.E.R1,afh:ch18,explanation,verified,Recognizing a malfunction is part of AFH ch18 emergency procedures,Detection of system malfunctions or failures.
AI.II.E.R1,aviation-instructor,explanation,auto,from the Task E References line,Detection of system malfunctions or failures.
AI.II.E.R1,phak,explanation,auto,from the Task E References line,Detection of system malfunctions or failures.
AI.II.E.R1,risk-management,explanation,auto,from the Task E References line,Detection of system malfunctions or failures.
AI.II.E.R1,seaplane,explanation,auto,from the Task E References line,Detection of system malfunctions or failures.
AI.II.E.R2,afh:ch18,explanation,verified,System failure management is AFH ch18,Management of a system failure.
AI.II.E.R2,aviation-instructor,explanation,auto,from the Task E References line,Management of a system failure.
AI.II.E.R2,phak,explanation,auto,from the Task E References line,Management of a system failure.
AI.II.E.R2,risk-management,explanation,auto,from the Task E References line,Management of a system failure.
AI.II.E.R2,seaplane,explanation,auto,from the Task E References line,Management of a system failure.
AI.II.E.R3,afh,explanation,auto,from the Task E References line,Monitoring and management of automated systems.
AI.II.E.R3,aviation-instructor,explanation,auto,from the Task E References line,Monitoring and management of automated systems.
AI.II.E.R3,phak,explanation,auto,from the Task E References line,Monitoring and management of automated systems.
AI.II.E.R3,risk-management:ch07,explanation,verified,RMH ch7 is automation and flight path management,Monitoring and management of automated systems.
AI.II.E.R3,seaplane,explanation,auto,from the Task E References line,Monitoring and management of automated systems.
AI.II.E.R4,afh,explanation,auto,from the Task E References line,Providing instruction in unfamiliar aircraft or operating with unfamiliar flight display systems and avionics. 13
AI.II.E.R4,aviation-instructor:ch10,explanation,verified,Instructing in an unfamiliar aircraft is an instructional hazard in AIH ch10; unfamiliar avionics is RMH ch7,Providing instruction in unfamiliar aircraft or operating with unfamiliar flight display systems and avionics. 13
AI.II.E.R4,phak,explanation,auto,from the Task E References line,Providing instruction in unfamiliar aircraft or operating with unfamiliar flight display systems and avionics. 13
AI.II.E.R4,risk-management:ch07,explanation,verified,Instructing in an unfamiliar aircraft is an instructional hazard in AIH ch10; unfamiliar avionics is RMH ch7,Providing instruction in unfamiliar aircraft or operating with unfamiliar flight display systems and avionics. 13
AI.II.E.R4,seaplane,explanation,auto,from the Task E References line,Providing instruction in unfamiliar aircraft or operating with unfamiliar flight display systems and avionics. 13
AI.II.E.S1,afh,explanation,auto,from the Task E References line,Operate at least three of the systems listed in K1a through K1l appropriately.
AI.II.E.S1,aviation-instructor,explanation,auto,from the Task E References line,Operate at least three of the systems listed in K1a through K1l appropriately.
AI.II.E.S1,phak:ch07,explanation,verified,Operation of the listed systems is described in PHAK ch7,Operate at least three of the systems listed in K1a through K1l appropriately.
AI.II.E.S1,risk-management,explanation,auto,from the Task E References line,Operate at least three of the systems listed in K1a through K1l appropriately.
AI.II.E.S1,seaplane,explanation,auto,from the Task E References line,Operate at least three of the systems listed in K1a through K1l appropriately.
AI.II.F.K1,afh,explanation,auto,from the Task F References line,"Elements related to performance and limitations by explaining the use of charts, tables, and data to determine performance."
AI.II.F.K1,aviation-instructor,explanation,auto,from the Task F References line,"Elements related to performance and limitations by explaining the use of charts, tables, and data to determine performance."
AI.II.F.K1,phak:ch11,explanation,verified,PHAK ch11 aircraft performance is the chart and table chapter,"Elements related to performance and limitations by explaining the use of charts, tables, and data to determine performance."
AI.II.F.K1,risk-management,explanation,auto,from the Task F References line,"Elements related to performance and limitations by explaining the use of charts, tables, and data to determine performance."
AI.II.F.K1,weight-balance,explanation,auto,from the Task F References line,"Elements related to performance and limitations by explaining the use of charts, tables, and data to determine performance."
AI.II.F.K2,afh,explanation,auto,from the Task F References line,"Factors affecting performance, including:"
AI.II.F.K2,aviation-instructor,explanation,auto,from the Task F References line,"Factors affecting performance, including:"
AI.II.F.K2,phak:ch11,explanation,verified,Factors affecting performance are in PHAK ch11,"Factors affecting performance, including:"
AI.II.F.K2,risk-management,explanation,auto,from the Task F References line,"Factors affecting performance, including:"
AI.II.F.K2,weight-balance,explanation,auto,from the Task F References line,"Factors affecting performance, including:"
AI.II.F.K2a,afh,explanation,auto,from the Task F References line,a. Atmospheric conditions
AI.II.F.K2a,aviation-instructor,explanation,auto,from the Task F References line,a. Atmospheric conditions
AI.II.F.K2a,phak:ch11,explanation,verified,"Density altitude, temperature, and humidity effects are in PHAK ch11",a. Atmospheric conditions
AI.II.F.K2a,risk-management,explanation,auto,from the Task F References line,a. Atmospheric conditions
AI.II.F.K2a,weight-balance,explanation,auto,from the Task F References line,a. Atmospheric conditions
AI.II.F.K2b,afh:ch06,explanation,verified,PHAK ch11 notes technique as a performance variable; AFH ch6 gives the takeoff technique itself,b. Pilot technique
AI.II.F.K2b,aviation-instructor,explanation,auto,from the Task F References line,b. Pilot technique
AI.II.F.K2b,phak:ch11,explanation,verified,PHAK ch11 notes technique as a performance variable; AFH ch6 gives the takeoff technique itself,b. Pilot technique
AI.II.F.K2b,risk-management,explanation,auto,from the Task F References line,b. Pilot technique
AI.II.F.K2b,weight-balance,explanation,auto,from the Task F References line,b. Pilot technique
AI.II.F.K2c,afh,explanation,auto,from the Task F References line,c. Airplane configuration
AI.II.F.K2c,aviation-instructor,explanation,auto,from the Task F References line,c. Airplane configuration
AI.II.F.K2c,phak:ch11,explanation,verified,Configuration effects on performance are in PHAK ch11,c. Airplane configuration
AI.II.F.K2c,risk-management,explanation,auto,from the Task F References line,c. Airplane configuration
AI.II.F.K2c,weight-balance,explanation,auto,from the Task F References line,c. Airplane configuration
AI.II.F.K2d,afh,explanation,auto,from the Task F References line,d. Airport environment
AI.II.F.K2d,aviation-instructor,explanation,auto,from the Task F References line,d. Airport environment
AI.II.F.K2d,phak:ch11,explanation,verified,"Runway surface, slope, and wind are performance factors in PHAK ch11",d. Airport environment
AI.II.F.K2d,risk-management,explanation,auto,from the Task F References line,d. Airport environment
AI.II.F.K2d,weight-balance,explanation,auto,from the Task F References line,d. Airport environment
AI.II.F.K2e,afh,explanation,auto,from the Task F References line,e. Loading and weight and balance
AI.II.F.K2e,aviation-instructor,explanation,auto,from the Task F References line,e. Loading and weight and balance
AI.II.F.K2e,phak:ch10,explanation,verified,PHAK ch10 is weight and balance; W and B Handbook ch1 covers weight and balance control,e. Loading and weight and balance
AI.II.F.K2e,risk-management,explanation,auto,from the Task F References line,e. Loading and weight and balance
AI.II.F.K2e,weight-balance:ch01,explanation,verified,PHAK ch10 is weight and balance; W and B Handbook ch1 covers weight and balance control,e. Loading and weight and balance
AI.II.F.K3,afh,explanation,auto,from the Task F References line,"Weight and balance terms, including: basic empty weight, maximum gross weight, arm, moment, reference datum, center of gravity (CG) and CG limits, and useful load."
AI.II.F.K3,aviation-instructor,explanation,auto,from the Task F References line,"Weight and balance terms, including: basic empty weight, maximum gross weight, arm, moment, reference datum, center of gravity (CG) and CG limits, and useful load."
AI.II.F.K3,phak:ch10,explanation,verified,"The defined terms are in W and B Handbook ch1 and the theory in ch2, restated in PHAK ch10","Weight and balance terms, including: basic empty weight, maximum gross weight, arm, moment, reference datum, center of gravity (CG) and CG limits, and useful load."
AI.II.F.K3,risk-management,explanation,auto,from the Task F References line,"Weight and balance terms, including: basic empty weight, maximum gross weight, arm, moment, reference datum, center of gravity (CG) and CG limits, and useful load."
AI.II.F.K3,weight-balance:ch01,explanation,verified,"The defined terms are in W and B Handbook ch1 and the theory in ch2, restated in PHAK ch10","Weight and balance terms, including: basic empty weight, maximum gross weight, arm, moment, reference datum, center of gravity (CG) and CG limits, and useful load."
AI.II.F.K3,weight-balance:ch02,explanation,verified,"The defined terms are in W and B Handbook ch1 and the theory in ch2, restated in PHAK ch10","Weight and balance terms, including: basic empty weight, maximum gross weight, arm, moment, reference datum, center of gravity (CG) and CG limits, and useful load."
AI.II.F.K4,afh,explanation,auto,from the Task F References line,Methods for computing CG.
AI.II.F.K4,aviation-instructor,explanation,auto,from the Task F References line,Methods for computing CG.
AI.II.F.K4,phak:ch10,explanation,verified,Single-engine CG computation methods are W and B Handbook ch5; PHAK ch10 shows the same methods,Methods for computing CG.
AI.II.F.K4,risk-management,explanation,auto,from the Task F References line,Methods for computing CG.
AI.II.F.K4,weight-balance:ch05,explanation,verified,Single-engine CG computation methods are W and B Handbook ch5; PHAK ch10 shows the same methods,Methods for computing CG.
AI.II.F.K5,afh,explanation,auto,from the Task F References line,Aerodynamics.
AI.II.F.K5,aviation-instructor,explanation,auto,from the Task F References line,Aerodynamics.
AI.II.F.K5,phak:ch05,explanation,verified,PHAK ch5 is the aerodynamics chapter,Aerodynamics.
AI.II.F.K5,risk-management,explanation,auto,from the Task F References line,Aerodynamics.
AI.II.F.K5,weight-balance,explanation,auto,from the Task F References line,Aerodynamics.
AI.II.F.R1,afh,explanation,auto,from the Task F References line,"Use of performance charts, tables, and data."
AI.II.F.R1,aviation-instructor,explanation,auto,from the Task F References line,"Use of performance charts, tables, and data."
AI.II.F.R1,phak:ch11,explanation,verified,Chart interpolation and misuse are addressed in PHAK ch11,"Use of performance charts, tables, and data."
AI.II.F.R1,risk-management,explanation,auto,from the Task F References line,"Use of performance charts, tables, and data."
AI.II.F.R1,weight-balance,explanation,auto,from the Task F References line,"Use of performance charts, tables, and data."
AI.II.F.R2,afh,explanation,auto,from the Task F References line,Airplane limitations.
AI.II.F.R2,aviation-instructor,explanation,auto,from the Task F References line,Airplane limitations.
AI.II.F.R2,phak:ch09,explanation,verified,"Operating limitations live in the AFM and POH, covered by PHAK ch9 flight manuals and documents",Airplane limitations.
AI.II.F.R2,risk-management,explanation,auto,from the Task F References line,Airplane limitations.
AI.II.F.R2,weight-balance,explanation,auto,from the Task F References line,Airplane limitations.
AI.II.F.R3,afh,explanation,auto,from the Task F References line,Possible differences between calculated performance and actual performance.
AI.II.F.R3,aviation-instructor,explanation,auto,from the Task F References line,Possible differences between calculated performance and actual performance.
AI.II.F.R3,phak:ch11,explanation,verified,PHAK ch11 warns that book performance assumes a new airplane and a test pilot,Possible differences between calculated performance and actual performance.
AI.II.F.R3,risk-management,explanation,auto,from the Task F References line,Possible differences between calculated performance and actual performance.
AI.II.F.R3,weight-balance,explanation,auto,from the Task F References line,Possible differences between calculated performance and actual performance.
AI.II.F.R4,afh,explanation,auto,from the Task F References line,Exceeding weight limits.
AI.II.F.R4,aviation-instructor,explanation,auto,from the Task F References line,Exceeding weight limits.
AI.II.F.R4,phak:ch10,explanation,verified,Effects of exceeding weight limits are in W and B Handbook ch1 and PHAK ch10,Exceeding weight limits.
AI.II.F.R4,risk-management,explanation,auto,from the Task F References line,Exceeding weight limits.
AI.II.F.R4,weight-balance:ch01,explanation,verified,Effects of exceeding weight limits are in W and B Handbook ch1 and PHAK ch10,Exceeding weight limits.
AI.II.F.R5,afh,explanation,auto,from the Task F References line,Operating outside of CG limits.
AI.II.F.R5,aviation-instructor,explanation,auto,from the Task F References line,Operating outside of CG limits.
AI.II.F.R5,phak:ch10,explanation,verified,Out of CG stability and control effects are in W and B Handbook ch2 theory and PHAK ch10,Operating outside of CG limits.
AI.II.F.R5,risk-management,explanation,auto,from the Task F References line,Operating outside of CG limits.
AI.II.F.R5,weight-balance:ch02,explanation,verified,Out of CG stability and control effects are in W and B Handbook ch2 theory and PHAK ch10,Operating outside of CG limits.
AI.II.F.R6,afh,explanation,auto,from the Task F References line,"Shifting, adding, and removing weight."
AI.II.F.R6,aviation-instructor,explanation,auto,from the Task F References line,"Shifting, adding, and removing weight."
AI.II.F.R6,phak:ch10,explanation,verified,"Weight shift, addition, and removal computations are in W and B Handbook ch5 and PHAK ch10","Shifting, adding, and removing weight."
AI.II.F.R6,risk-management,explanation,auto,from the Task F References line,"Shifting, adding, and removing weight."
AI.II.F.R6,weight-balance:ch05,explanation,verified,"Weight shift, addition, and removal computations are in W and B Handbook ch5 and PHAK ch10","Shifting, adding, and removing weight."
AI.II.F.S1,afh,explanation,auto,from the Task F References line,"Use the appropriate airplane performance charts, tables, and data."
AI.II.F.S1,aviation-instructor,explanation,auto,from the Task F References line,"Use the appropriate airplane performance charts, tables, and data."
AI.II.F.S1,phak:ch11,explanation,verified,Chart use is PHAK ch11,"Use the appropriate airplane performance charts, tables, and data."
AI.II.F.S1,risk-management,explanation,auto,from the Task F References line,"Use the appropriate airplane performance charts, tables, and data."
AI.II.F.S1,weight-balance,explanation,auto,from the Task F References line,"Use the appropriate airplane performance charts, tables, and data."
AI.II.F.S2,afh,explanation,auto,from the Task F References line,"Compute the weight and balance, correct out-of-center of gravity loading errors and determine if the weight and balance remains within limits during all phases of flight. 14"
AI.II.F.S2,aviation-instructor,explanation,auto,from the Task F References line,"Compute the weight and balance, correct out-of-center of gravity loading errors and determine if the weight and balance remains within limits during all phases of flight. 14"
AI.II.F.S2,phak:ch10,explanation,verified,The computation and out of CG correction are worked in W and B Handbook ch5 and PHAK ch10,"Compute the weight and balance, correct out-of-center of gravity loading errors and determine if the weight and balance remains within limits during all phases of flight. 14"
AI.II.F.S2,risk-management,explanation,auto,from the Task F References line,"Compute the weight and balance, correct out-of-center of gravity loading errors and determine if the weight and balance remains within limits during all phases of flight. 14"
AI.II.F.S2,weight-balance:ch05,explanation,verified,The computation and out of CG correction are worked in W and B Handbook ch5 and PHAK ch10,"Compute the weight and balance, correct out-of-center of gravity loading errors and determine if the weight and balance remains within limits during all phases of flight. 14"
AI.II.G.K1,14cfr:91.126,regulation,verified,"91.126, 91.129, and 91.131 give the Class G, D, and B requirements; PHAK ch15 and AIM 3-2 describe the class structure",Airspace classes and associated requirements and limitations.
AI.II.G.K1,14cfr:91.129,regulation,verified,"91.126, 91.129, and 91.131 give the Class G, D, and B requirements; PHAK ch15 and AIM 3-2 describe the class structure",Airspace classes and associated requirements and limitations.
AI.II.G.K1,14cfr:91.131,regulation,verified,"91.126, 91.129, and 91.131 give the Class G, D, and B requirements; PHAK ch15 and AIM 3-2 describe the class structure",Airspace classes and associated requirements and limitations.
AI.II.G.K1,afh,explanation,auto,from the Task G References line,Airspace classes and associated requirements and limitations.
AI.II.G.K1,aim:ch03-s02,guidance,verified,"91.126, 91.129, and 91.131 give the Class G, D, and B requirements; PHAK ch15 and AIM 3-2 describe the class structure",Airspace classes and associated requirements and limitations.
AI.II.G.K1,aviation-instructor,explanation,auto,from the Task G References line,Airspace classes and associated requirements and limitations.
AI.II.G.K1,phak:ch15,explanation,verified,"91.126, 91.129, and 91.131 give the Class G, D, and B requirements; PHAK ch15 and AIM 3-2 describe the class structure",Airspace classes and associated requirements and limitations.
AI.II.G.K1,risk-management,explanation,auto,from the Task G References line,Airspace classes and associated requirements and limitations.
AI.II.G.K2,14cfr:part-71,regulation,auto,from the Task G References line,Chart symbols.
AI.II.G.K2,14cfr:part-91,regulation,auto,from the Task G References line,Chart symbols.
AI.II.G.K2,14cfr:part-93,regulation,auto,from the Task G References line,Chart symbols.
AI.II.G.K2,afh,explanation,auto,from the Task G References line,Chart symbols.
AI.II.G.K2,aim:ch09-s01,guidance,verified,Chart types and symbology are AIM 9-1; airspace depiction is PHAK ch15. No section governs chart symbols,Chart symbols.
AI.II.G.K2,aviation-instructor,explanation,auto,from the Task G References line,Chart symbols.
AI.II.G.K2,phak:ch15,explanation,verified,Chart types and symbology are AIM 9-1; airspace depiction is PHAK ch15. No section governs chart symbols,Chart symbols.
AI.II.G.K2,risk-management,explanation,auto,from the Task G References line,Chart symbols.
AI.II.G.K3,14cfr:91.133,regulation,verified,91.133 covers restricted and prohibited areas and 91.137 covers TFRs; AIM 3-4 is special use airspace and 3-5 other airspace areas,"Special use airspace (SUA), special flight rules areas (SFRA), temporary flight restrictions (TFR), and other airspace areas."
AI.II.G.K3,14cfr:91.137,regulation,verified,91.133 covers restricted and prohibited areas and 91.137 covers TFRs; AIM 3-4 is special use airspace and 3-5 other airspace areas,"Special use airspace (SUA), special flight rules areas (SFRA), temporary flight restrictions (TFR), and other airspace areas."
AI.II.G.K3,afh,explanation,auto,from the Task G References line,"Special use airspace (SUA), special flight rules areas (SFRA), temporary flight restrictions (TFR), and other airspace areas."
AI.II.G.K3,aim:ch03-s04,guidance,verified,91.133 covers restricted and prohibited areas and 91.137 covers TFRs; AIM 3-4 is special use airspace and 3-5 other airspace areas,"Special use airspace (SUA), special flight rules areas (SFRA), temporary flight restrictions (TFR), and other airspace areas."
AI.II.G.K3,aim:ch03-s05,guidance,verified,91.133 covers restricted and prohibited areas and 91.137 covers TFRs; AIM 3-4 is special use airspace and 3-5 other airspace areas,"Special use airspace (SUA), special flight rules areas (SFRA), temporary flight restrictions (TFR), and other airspace areas."
AI.II.G.K3,aviation-instructor,explanation,auto,from the Task G References line,"Special use airspace (SUA), special flight rules areas (SFRA), temporary flight restrictions (TFR), and other airspace areas."
AI.II.G.K3,phak,explanation,auto,from the Task G References line,"Special use airspace (SUA), special flight rules areas (SFRA), temporary flight restrictions (TFR), and other airspace areas."
AI.II.G.K3,risk-management,explanation,auto,from the Task G References line,"Special use airspace (SUA), special flight rules areas (SFRA), temporary flight restrictions (TFR), and other airspace areas."
AI.II.G.K4,14cfr:part-71,regulation,auto,from the Task G References line,Currency of publications.
AI.II.G.K4,14cfr:part-91,regulation,auto,from the Task G References line,Currency of publications.
AI.II.G.K4,14cfr:part-93,regulation,auto,from the Task G References line,Currency of publications.
AI.II.G.K4,afh,explanation,auto,from the Task G References line,Currency of publications.
AI.II.G.K4,aim:ch09-s01,guidance,verified,Publication cycles and currency are described in AIM 9-1,Currency of publications.
AI.II.G.K4,aviation-instructor,explanation,auto,from the Task G References line,Currency of publications.
AI.II.G.K4,phak,explanation,auto,from the Task G References line,Currency of publications.
AI.II.G.K4,risk-management,explanation,auto,from the Task G References line,Currency of publications.
AI.II.G.K5,14cfr:91.157,regulation,verified,91.157 is the special VFR rule; PHAK ch15 explains it in the airspace context,Special visual flight rules (VFR) requirements.
AI.II.G.K5,afh,explanation,auto,from the Task G References line,Special visual flight rules (VFR) requirements.
AI.II.G.K5,aim,guidance,auto,from the Task G References line,Special visual flight rules (VFR) requirements.
AI.II.G.K5,aviation-instructor,explanation,auto,from the Task G References line,Special visual flight rules (VFR) requirements.
AI.II.G.K5,phak:ch15,explanation,verified,91.157 is the special VFR rule; PHAK ch15 explains it in the airspace context,Special visual flight rules (VFR) requirements.
AI.II.G.K5,risk-management,explanation,auto,from the Task G References line,Special visual flight rules (VFR) requirements.
AI.II.G.R1,14cfr:part-71,regulation,auto,from the Task G References line,Various classes and types of airspace.
AI.II.G.R1,14cfr:part-91,regulation,auto,from the Task G References line,Various classes and types of airspace.
AI.II.G.R1,14cfr:part-93,regulation,auto,from the Task G References line,Various classes and types of airspace.
AI.II.G.R1,afh,explanation,auto,from the Task G References line,Various classes and types of airspace.
AI.II.G.R1,aim:ch03-s01,guidance,verified,The airspace overview is PHAK ch15 and AIM 3-1 general,Various classes and types of airspace.
AI.II.G.R1,aviation-instructor,explanation,auto,from the Task G References line,Various classes and types of airspace.
AI.II.G.R1,phak:ch15,explanation,verified,The airspace overview is PHAK ch15 and AIM 3-1 general,Various classes and types of airspace.
AI.II.G.R1,risk-management,explanation,auto,from the Task G References line,Various classes and types of airspace.
AI.II.G.S1,14cfr:91.155,regulation,verified,91.155 is basic VFR weather minimums by class; PHAK ch15 and AIM 3-2 tabulate them,Identify and comply with the requirements for basic VFR weather minimums and flying in particular classes of airspace.
AI.II.G.S1,afh,explanation,auto,from the Task G References line,Identify and comply with the requirements for basic VFR weather minimums and flying in particular classes of airspace.
AI.II.G.S1,aim:ch03-s02,guidance,verified,91.155 is basic VFR weather minimums by class; PHAK ch15 and AIM 3-2 tabulate them,Identify and comply with the requirements for basic VFR weather minimums and flying in particular classes of airspace.
AI.II.G.S1,aviation-instructor,explanation,auto,from the Task G References line,Identify and comply with the requirements for basic VFR weather minimums and flying in particular classes of airspace.
AI.II.G.S1,phak:ch15,explanation,verified,91.155 is basic VFR weather minimums by class; PHAK ch15 and AIM 3-2 tabulate them,Identify and comply with the requirements for basic VFR weather minimums and flying in particular classes of airspace.
AI.II.G.S1,risk-management,explanation,auto,from the Task G References line,Identify and comply with the requirements for basic VFR weather minimums and flying in particular classes of airspace.
AI.II.G.S2,14cfr:91.126,regulation,verified,91.126 and 91.131 set the communication requirements by class and 91.215 the transponder requirement; PHAK ch15 summarizes,Correctly identify airspace and operate in accordance with associated communication and equipment requirements.
AI.II.G.S2,14cfr:91.131,regulation,verified,91.126 and 91.131 set the communication requirements by class and 91.215 the transponder requirement; PHAK ch15 summarizes,Correctly identify airspace and operate in accordance with associated communication and equipment requirements.
AI.II.G.S2,14cfr:91.215,regulation,verified,91.126 and 91.131 set the communication requirements by class and 91.215 the transponder requirement; PHAK ch15 summarizes,Correctly identify airspace and operate in accordance with associated communication and equipment requirements.
AI.II.G.S2,afh,explanation,auto,from the Task G References line,Correctly identify airspace and operate in accordance with associated communication and equipment requirements.
AI.II.G.S2,aim,guidance,auto,from the Task G References line,Correctly identify airspace and operate in accordance with associated communication and equipment requirements.
AI.II.G.S2,aviation-instructor,explanation,auto,from the Task G References line,Correctly identify airspace and operate in accordance with associated communication and equipment requirements.
AI.II.G.S2,phak:ch15,explanation,verified,91.126 and 91.131 set the communication requirements by class and 91.215 the transponder requirement; PHAK ch15 summarizes,Correctly identify airspace and operate in accordance with associated communication and equipment requirements.
AI.II.G.S2,risk-management,explanation,auto,from the Task G References line,Correctly identify airspace and operate in accordance with associated communication and equipment requirements.
AI.II.G.S3,14cfr:91.133,regulation,verified,"91.133 for SUA entry and 91.137 for TFRs; AIM 3-4 and 3-5 cover SUA, SFRA, and SATR operations","Identify the requirements for operating in SUA or within a TFR. Identify and comply with special air traffic rules (SATR) and SFRA operations, if applicable."
AI.II.G.S3,14cfr:91.137,regulation,verified,"91.133 for SUA entry and 91.137 for TFRs; AIM 3-4 and 3-5 cover SUA, SFRA, and SATR operations","Identify the requirements for operating in SUA or within a TFR. Identify and comply with special air traffic rules (SATR) and SFRA operations, if applicable."
AI.II.G.S3,afh,explanation,auto,from the Task G References line,"Identify the requirements for operating in SUA or within a TFR. Identify and comply with special air traffic rules (SATR) and SFRA operations, if applicable."
AI.II.G.S3,aim:ch03-s04,guidance,verified,"91.133 for SUA entry and 91.137 for TFRs; AIM 3-4 and 3-5 cover SUA, SFRA, and SATR operations","Identify the requirements for operating in SUA or within a TFR. Identify and comply with special air traffic rules (SATR) and SFRA operations, if applicable."
AI.II.G.S3,aim:ch03-s05,guidance,verified,"91.133 for SUA entry and 91.137 for TFRs; AIM 3-4 and 3-5 cover SUA, SFRA, and SATR operations","Identify the requirements for operating in SUA or within a TFR. Identify and comply with special air traffic rules (SATR) and SFRA operations, if applicable."
AI.II.G.S3,aviation-instructor,explanation,auto,from the Task G References line,"Identify the requirements for operating in SUA or within a TFR. Identify and comply with special air traffic rules (SATR) and SFRA operations, if applicable."
AI.II.G.S3,phak,explanation,auto,from the Task G References line,"Identify the requirements for operating in SUA or within a TFR. Identify and comply with special air traffic rules (SATR) and SFRA operations, if applicable."
